Frequency (Hz)	Level (dB)
1057.617188	-63.408348
1058.593750	-62.920273
1059.570312	-62.172939
1060.546875	-61.583454
1061.523438	-62.166462
1062.500000	-63.163719
1063.476562	-62.831913
1064.453125	-63.419014
1065.429688	-62.849434
1066.406250	-62.815041
1067.382812	-62.470322
1068.359375	-61.882763
1069.335938	-59.755543
1070.312500	-61.891003
1071.289062	-63.093597
1072.265625	-60.923153
1073.242188	-60.877514
1074.218750	-60.247177
1075.195312	-60.868324
1076.171875	-62.020889
1077.148438	-61.720165
1078.125000	-62.211399
1079.101562	-61.632298
1080.078125	-61.527908
1081.054688	-61.493309
1082.031250	-61.447071
1083.007812	-61.507259
1083.984375	-61.353092
1084.960938	-61.196083
1085.937500	-61.470776
1086.914062	-60.785717
1087.890625	-59.234016
1088.867188	-62.105919
1089.843750	-62.663067
1090.820312	-61.280743
1091.796875	-61.721527
1092.773438	-59.945934
1093.750000	-60.751652
1094.726562	-62.318703
1095.703125	-59.963898
1096.679688	-59.580379
1097.656250	-61.448292
1098.632812	-60.652287
1099.609375	-58.855301
1100.585938	-60.544876
1101.562500	-59.861942
1102.539062	-60.008236
1103.515625	-60.354630
1104.492188	-60.098385
1105.468750	-60.632915
1106.445312	-59.932384
1107.421875	-60.120987
1108.398438	-60.106018
1109.375000	-61.676964
1110.351562	-60.803677
1111.328125	-61.006588
1112.304688	-60.369305
1113.281250	-60.594055
1114.257812	-60.555210
1115.234375	-59.707802
1116.210938	-61.649105
1117.187500	-60.074806
1118.164062	-60.741909
1119.140625	-60.123695
1120.117188	-59.408268
1121.093750	-59.987209
1122.070312	-59.892174
1123.046875	-59.114738
1124.023438	-59.360058
1125.000000	-60.325787
1125.976562	-59.422237
1126.953125	-61.475452
1127.929688	-60.450672
1128.906250	-59.983772
1129.882812	-60.836235
1130.859375	-59.530319
1131.835938	-60.687096
1132.812500	-59.342434
1133.789062	-60.346851
1134.765625	-60.950241
1135.742188	-61.662182
1136.718750	-59.775455
1137.695312	-60.713322
1138.671875	-60.277138
1139.648438	-60.366669
1140.625000	-60.002472
1141.601562	-59.893147
1142.578125	-61.020580
1143.554688	-59.547543
1144.531250	-61.924896
1145.507812	-60.451759
1146.484375	-61.198643
1147.460938	-61.248047
1148.437500	-59.514778
1149.414062	-60.927979
1150.390625	-60.374413
1151.367188	-60.334984
1152.343750	-59.935982
1153.320312	-58.901722
1154.296875	-61.162781
1155.273438	-60.346531
1156.250000	-60.723640
1157.226562	-60.915504
1158.203125	-60.831001
1159.179688	-60.050034
1160.156250	-59.878605
1161.132812	-61.528381
1162.109375	-61.228115
1163.085938	-60.737431
1164.062500	-60.579147
1165.039062	-61.018509
1166.015625	-59.795174
1166.992188	-60.103214
1167.968750	-60.898392
1168.945312	-59.673508
1169.921875	-59.897453
1170.898438	-60.260448
1171.875000	-59.838104
1172.851562	-60.621452
1173.828125	-60.713825
1174.804688	-60.097107
1175.781250	-60.054829
1176.757812	-60.013748
1177.734375	-60.948837
1178.710938	-61.838058
1179.687500	-60.453266
1180.664062	-61.156929
1181.640625	-60.086174
1182.617188	-60.500679
1183.593750	-60.174580
1184.570312	-61.014874
1185.546875	-60.389843
1186.523438	-59.465019
1187.500000	-60.909233
1188.476562	-60.893875
1189.453125	-59.801754
1190.429688	-60.399151
1191.406250	-60.338177
1192.382812	-60.601986
1193.359375	-60.346146
1194.335938	-59.546272
1195.312500	-60.655155
1196.289062	-61.267307
1197.265625	-61.585247
1198.242188	-61.433964
1199.218750	-62.164642
1200.195312	-61.448921
1201.171875	-60.616520
1202.148438	-60.567280
1203.125000	-60.696136
1204.101562	-61.874130
1205.078125	-60.675388
1206.054688	-61.615234
1207.031250	-61.566677
1208.007812	-60.580391
1208.984375	-61.028347
1209.960938	-61.425644
1210.937500	-62.176727
1211.914062	-62.837055
1212.890625	-61.178356
1213.867188	-61.672443
1214.843750	-62.891338
