Frequency (Hz)	Level (dB)
1009.765625	-59.531082
1010.742188	-60.155846
1011.718750	-59.919701
1012.695312	-61.322117
1013.671875	-60.471722
1014.648438	-59.235065
1015.625000	-59.436798
1016.601562	-59.004181
1017.578125	-59.247288
1018.554688	-59.623268
1019.531250	-58.851093
1020.507812	-59.502235
1021.484375	-59.615814
1022.460938	-60.279678
1023.437500	-60.144016
1024.414062	-60.761917
1025.390625	-59.100838
1026.367188	-60.269524
1027.343750	-58.581837
1028.320312	-61.083660
1029.296875	-59.645081
1030.273438	-59.998798
1031.250000	-60.544754
1032.226562	-60.399910
1033.203125	-60.006779
1034.179688	-59.972950
1035.156250	-60.019123
1036.132812	-58.745609
1037.109375	-59.680252
1038.085938	-61.092709
1039.062500	-59.677383
1040.039062	-61.316643
1041.015625	-59.843590
1041.992188	-59.608021
1042.968750	-60.662830
1043.945312	-59.510361
1044.921875	-59.090378
1045.898438	-58.211113
1046.875000	-58.529903
1047.851562	-58.657299
1048.828125	-60.671951
1049.804688	-59.957481
1050.781250	-58.838806
1051.757812	-59.259407
1052.734375	-61.413181
1053.710938	-60.351200
1054.687500	-59.040451
1055.664062	-58.641182
1056.640625	-60.164524
1057.617188	-60.487770
1058.593750	-60.108437
1059.570312	-59.442299
1060.546875	-58.772785
1061.523438	-59.491810
1062.500000	-60.481491
1063.476562	-60.388000
1064.453125	-60.720940
1065.429688	-60.529289
1066.406250	-60.442371
1067.382812	-60.199322
1068.359375	-59.634735
1069.335938	-57.638004
1070.312500	-59.749920
1071.289062	-61.129990
1072.265625	-59.001095
1073.242188	-59.056267
1074.218750	-58.467976
1075.195312	-59.205906
1076.171875	-60.423603
1077.148438	-60.164463
1078.125000	-60.681587
1079.101562	-60.287327
1080.078125	-60.167557
1081.054688	-60.237988
1082.031250	-60.288754
1083.007812	-60.560387
1083.984375	-60.360683
1084.960938	-60.332912
1085.937500	-60.696407
1086.914062	-60.109375
1087.890625	-58.602406
1088.867188	-61.581261
1089.843750	-62.149021
1090.820312	-60.854404
1091.796875	-61.426186
1092.773438	-59.747295
1093.750000	-60.564808
1094.726562	-62.133663
1095.703125	-59.970562
1096.679688	-59.706242
1097.656250	-61.480114
1098.632812	-60.783371
1099.609375	-59.113453
1100.585938	-60.805817
1101.562500	-60.136986
1102.539062	-60.327465
1103.515625	-60.716999
1104.492188	-60.513344
1105.468750	-61.084457
1106.445312	-60.523991
1107.421875	-60.642113
1108.398438	-60.687363
1109.375000	-62.134777
1110.351562	-61.368435
1111.328125	-61.461472
1112.304688	-60.931953
1113.281250	-61.298740
1114.257812	-61.172024
1115.234375	-60.314301
1116.210938	-62.260323
1117.187500	-60.697533
1118.164062	-61.371834
1119.140625	-60.727928
1120.117188	-60.044903
1121.093750	-60.471817
1122.070312	-60.519306
1123.046875	-59.725166
1124.023438	-59.858616
1125.000000	-60.993061
1125.976562	-60.018501
1126.953125	-61.969204
1127.929688	-60.986038
1128.906250	-60.552338
1129.882812	-61.374275
1130.859375	-60.019043
1131.835938	-61.138344
1132.812500	-59.805206
1133.789062	-60.773525
1134.765625	-61.413731
1135.742188	-62.224209
1136.718750	-60.220310
1137.695312	-61.199184
1138.671875	-60.753624
1139.648438	-60.799065
1140.625000	-60.555050
1141.601562	-60.314594
1142.578125	-61.492664
1143.554688	-60.121197
1144.531250	-62.408596
1145.507812	-60.872787
1146.484375	-61.661217
1147.460938	-61.734459
1148.437500	-59.945168
1149.414062	-61.460442
1150.390625	-60.879246
1151.367188	-60.894718
1152.343750	-60.441830
1153.320312	-59.444302
1154.296875	-61.810364
1155.273438	-60.881889
1156.250000	-61.372887
1157.226562	-61.549202
1158.203125	-61.388733
1159.179688	-60.695541
1160.156250	-60.476795
1161.132812	-62.244183
1162.109375	-61.804005
1163.085938	-61.379444
1164.062500	-61.127304
1165.039062	-61.692245
1166.015625	-60.402592
1166.992188	-60.733738
1167.968750	-61.419289
1168.945312	-60.209442
1169.921875	-60.454880
1170.898438	-60.851196
1171.875000	-60.398384
1172.851562	-61.106693
1173.828125	-61.269245
1174.804688	-60.691605
1175.781250	-60.617081
1176.757812	-60.594070
1177.734375	-61.461639
1178.710938	-62.242752
1179.687500	-60.823124
1180.664062	-61.600941
1181.640625	-60.353542
1182.617188	-60.708187
1183.593750	-60.405361
1184.570312	-61.253078
1185.546875	-60.550308
1186.523438	-59.510166
1187.500000	-60.970200
1188.476562	-60.943806
1189.453125	-59.778477
1190.429688	-60.326115
1191.406250	-60.173859
1192.382812	-60.509098
1193.359375	-60.258347
1194.335938	-59.272964
1195.312500	-60.319931
1196.289062	-61.007851
1197.265625	-61.274971
1198.242188	-60.979935
1199.218750	-61.571133
1200.195312	-60.936073
1201.171875	-59.885231
1202.148438	-59.776581
1203.125000	-59.832401
1204.101562	-61.063755
1205.078125	-59.786194
1206.054688	-60.644508
1207.031250	-60.588360
1208.007812	-59.494701
1208.984375	-59.985901
1209.960938	-60.228111
1210.937500	-60.955006
1211.914062	-61.355793
1212.890625	-59.764706
1213.867188	-60.165337
1214.843750	-61.335213
1215.820312	-60.230114
1216.796875	-60.348633
