Frequency (Hz)	Level (dB)
662.109375	-67.388741
663.085938	-66.100548
664.062500	-66.512947
665.039062	-66.104080
666.015625	-66.973061
666.992188	-68.000839
667.968750	-68.149216
668.945312	-67.552063
669.921875	-67.737091
670.898438	-67.411438
671.875000	-66.969177
672.851562	-66.708313
673.828125	-67.880455
674.804688	-67.986557
675.781250	-68.834908
676.757812	-67.015236
677.734375	-67.811226
678.710938	-67.932625
679.687500	-68.512039
680.664062	-66.503105
681.640625	-66.452187
682.617188	-66.908463
683.593750	-66.536728
684.570312	-67.309082
685.546875	-66.900566
686.523438	-67.508919
687.500000	-68.155968
688.476562	-67.692093
689.453125	-66.712334
690.429688	-68.556152
691.406250	-68.203987
692.382812	-67.471268
693.359375	-67.496864
694.335938	-67.825073
695.312500	-68.672012
696.289062	-69.592667
697.265625	-67.418327
698.242188	-67.493423
699.218750	-68.545067
700.195312	-67.635757
701.171875	-67.051598
702.148438	-67.477493
703.125000	-66.923515
704.101562	-66.421303
705.078125	-67.524376
706.054688	-67.011589
707.031250	-67.457161
708.007812	-67.804466
708.984375	-67.567207
709.960938	-67.939438
710.937500	-66.707924
711.914062	-66.744087
712.890625	-67.433662
713.867188	-66.272972
714.843750	-67.510666
715.820312	-66.695366
716.796875	-67.116379
717.773438	-66.883560
718.750000	-66.893127
719.726562	-67.807793
720.703125	-67.248291
721.679688	-66.793282
722.656250	-67.312859
723.632812	-67.252510
724.609375	-66.572693
725.585938	-65.918373
726.562500	-66.282684
727.539062	-67.484390
728.515625	-66.770164
729.492188	-67.637642
730.468750	-66.503838
731.445312	-66.216064
732.421875	-66.806793
733.398438	-67.170021
734.375000	-65.735641
735.351562	-66.861519
736.328125	-66.714989
737.304688	-66.770676
738.281250	-65.885201
739.257812	-65.616875
740.234375	-65.596802
741.210938	-66.740181
742.187500	-64.838997
743.164062	-64.673637
744.140625	-66.500603
745.117188	-65.332436
746.093750	-65.073036
747.070312	-65.244965
748.046875	-65.117775
749.023438	-66.072784
750.000000	-66.181892
750.976562	-64.981590
751.953125	-64.708717
752.929688	-65.873894
753.906250	-65.570847
754.882812	-64.636719
755.859375	-64.827621
756.835938	-65.585014
757.812500	-64.981728
758.789062	-64.659729
759.765625	-64.039169
760.742188	-64.321686
761.718750	-64.448990
762.695312	-64.549065
763.671875	-64.392334
764.648438	-63.409920
765.625000	-64.030327
766.601562	-64.122002
767.578125	-64.099998
768.554688	-62.897587
769.531250	-63.348705
770.507812	-63.005005
771.484375	-63.421856
772.460938	-64.328125
773.437500	-63.457844
774.414062	-63.067074
775.390625	-61.804279
776.367188	-63.429054
777.343750	-62.298725
778.320312	-62.060818
779.296875	-62.391109
780.273438	-63.569057
781.250000	-63.637600
782.226562	-62.827473
783.203125	-61.857475
784.179688	-61.449486
785.156250	-61.232620
786.132812	-61.033447
787.109375	-61.239395
788.085938	-59.716610
789.062500	-60.895340
790.039062	-60.935455
791.015625	-61.676678
791.992188	-59.741615
792.968750	-59.793518
793.945312	-59.473717
794.921875	-60.190449
795.898438	-59.638496
796.875000	-59.371014
797.851562	-58.905712
798.828125	-58.164658
799.804688	-57.884338
800.781250	-58.757469
801.757812	-58.888069
