Frequency (Hz)	Level (dB)
473.632812	-67.921234
474.609375	-68.179626
475.585938	-68.676849
476.562500	-67.424187
477.539062	-67.579712
478.515625	-67.270424
479.492188	-68.438110
480.468750	-67.352196
481.445312	-66.742981
482.421875	-67.848572
483.398438	-66.568298
484.375000	-66.798996
485.351562	-66.892067
486.328125	-67.076637
487.304688	-66.932594
488.281250	-67.878487
489.257812	-65.058983
490.234375	-65.435783
491.210938	-66.203362
492.187500	-67.835091
493.164062	-64.700150
494.140625	-66.045105
495.117188	-66.183640
496.093750	-65.171341
497.070312	-66.959831
498.046875	-66.023933
499.023438	-65.815170
500.000000	-66.809166
500.976562	-64.732880
501.953125	-64.203743
502.929688	-65.790100
503.906250	-65.718811
504.882812	-65.186523
505.859375	-64.752884
506.835938	-64.328987
507.812500	-63.552353
508.789062	-65.298454
509.765625	-65.027260
510.742188	-63.334934
511.718750	-63.931293
512.695312	-63.356888
513.671875	-63.915092
514.648438	-63.769878
515.625000	-62.966747
516.601562	-63.279846
517.578125	-63.957901
518.554688	-62.183567
519.531250	-63.113434
520.507812	-63.118515
521.484375	-62.592590
522.460938	-62.082630
523.437500	-62.229401
524.414062	-62.876617
525.390625	-62.917576
526.367188	-62.024353
527.343750	-62.246208
528.320312	-61.877281
529.296875	-60.901196
530.273438	-61.654186
531.250000	-60.050335
532.226562	-59.639618
533.203125	-59.369190
534.179688	-60.415455
535.156250	-59.924911
536.132812	-59.218456
537.109375	-59.857811
538.085938	-59.872540
539.062500	-58.648003
540.039062	-59.289822
541.015625	-59.198662
541.992188	-58.448597
542.968750	-57.519020
543.945312	-58.348400
544.921875	-58.281013
545.898438	-58.216042
546.875000	-58.278339
547.851562	-56.972027
548.828125	-57.661438
549.804688	-57.930382
550.781250	-56.935291
551.757812	-57.721859
552.734375	-56.948490
553.710938	-56.792080
554.687500	-56.375767
555.664062	-56.826473
556.640625	-56.504116
557.617188	-56.968357
558.593750	-57.142944
559.570312	-56.911640
560.546875	-57.810143
561.523438	-57.866562
562.500000	-58.355618
563.476562	-56.954082
564.453125	-57.464088
565.429688	-58.957523
566.406250	-59.388432
567.382812	-58.361851
568.359375	-58.750004
569.335938	-59.035824
570.312500	-58.455002
571.289062	-60.111271
572.265625	-59.591530
573.242188	-59.764919
574.218750	-61.438587
575.195312	-60.900696
576.171875	-60.369579
577.148438	-59.990330
578.125000	-60.888081
579.101562	-61.799225
580.078125	-61.936924
581.054688	-61.554390
582.031250	-61.005039
583.007812	-61.366707
583.984375	-62.825729
584.960938	-62.974503
585.937500	-62.323513
586.914062	-61.540142
587.890625	-62.832066
588.867188	-62.302135
589.843750	-62.333679
590.820312	-62.241360
591.796875	-63.398071
592.773438	-62.833370
593.750000	-62.977413
594.726562	-63.606243
595.703125	-64.396072
596.679688	-63.672256
597.656250	-63.469215
598.632812	-64.557007
599.609375	-63.377834
600.585938	-64.597542
601.562500	-64.171501
602.539062	-64.278084
603.515625	-64.892097
604.492188	-65.158775
605.468750	-64.881744
606.445312	-64.972374
607.421875	-63.944496
608.398438	-66.437019
609.375000	-65.277496
610.351562	-64.352165
611.328125	-65.990387
612.304688	-65.193199
613.281250	-66.457031
614.257812	-65.413544
615.234375	-65.196266
616.210938	-65.539536
617.187500	-65.520416
618.164062	-65.459320
619.140625	-66.453735
620.117188	-65.779991
621.093750	-65.684036
622.070312	-65.595345
623.046875	-66.289261
624.023438	-66.220924
625.000000	-65.353027
625.976562	-66.012894
626.953125	-65.849838
627.929688	-66.187904
628.906250	-67.135880
629.882812	-66.804565
630.859375	-66.476364
631.835938	-66.864334
632.812500	-65.986794
633.789062	-66.011459
634.765625	-67.565483
635.742188	-66.004013
636.718750	-66.099266
637.695312	-66.965889
638.671875	-65.986221
639.648438	-66.609550
640.625000	-66.957298
641.601562	-67.394333
642.578125	-66.335022
643.554688	-66.337257
644.531250	-66.221161
645.507812	-65.827255
646.484375	-67.742828
647.460938	-67.663109
648.437500	-66.207451
649.414062	-66.768845
650.390625	-67.329239
651.367188	-66.347847
652.343750	-65.773941
653.320312	-67.098495
654.296875	-66.785072
655.273438	-66.871216
656.250000	-67.778908
657.226562	-68.093063
658.203125	-67.111885
659.179688	-67.897751
660.156250	-67.835884
661.132812	-68.012024
662.109375	-67.774231
663.085938	-66.605698
664.062500	-66.919312
665.039062	-66.567200
666.015625	-67.358185
666.992188	-68.388443
667.968750	-68.512421
668.945312	-67.975960
669.921875	-68.135498
670.898438	-67.782875
671.875000	-67.304047
672.851562	-66.990051
673.828125	-68.205292
674.804688	-68.262032
675.781250	-69.218063
676.757812	-67.369400
677.734375	-68.098404
678.710938	-68.227463
679.687500	-68.795967
680.664062	-66.749763
681.640625	-66.648079
682.617188	-67.058327
683.593750	-66.690559
684.570312	-67.503342
685.546875	-67.089462
686.523438	-67.626465
687.500000	-68.302711
688.476562	-67.896873
689.453125	-66.804031
690.429688	-68.646881
691.406250	-68.301384
692.382812	-67.541206
693.359375	-67.460075
694.335938	-67.829575
695.312500	-68.693573
696.289062	-69.687759
697.265625	-67.445992
698.242188	-67.416664
699.218750	-68.580299
700.195312	-67.612411
701.171875	-66.995338
702.148438	-67.353470
703.125000	-66.809975
704.101562	-66.292839
705.078125	-67.459465
706.054688	-66.832893
707.031250	-67.287453
708.007812	-67.675766
708.984375	-67.349915
709.960938	-67.800735
710.937500	-66.405014
711.914062	-66.462517
712.890625	-67.133743
713.867188	-65.940285
714.843750	-67.327011
715.820312	-66.338547
716.796875	-66.745804
717.773438	-66.530853
718.750000	-66.458473
719.726562	-67.222725
720.703125	-66.883682
721.679688	-66.439438
722.656250	-66.960228
723.632812	-66.841087
724.609375	-66.164375
725.585938	-65.455040
726.562500	-65.734962
727.539062	-66.949501
728.515625	-66.175102
729.492188	-67.143044
730.468750	-65.912338
731.445312	-65.498810
732.421875	-66.155487
733.398438	-66.388420
734.375000	-64.953484
735.351562	-66.217819
736.328125	-66.032516
737.304688	-66.049843
738.281250	-65.074829
739.257812	-64.886452
740.234375	-64.790054
741.210938	-66.000557
742.187500	-64.000893
743.164062	-63.835625
744.140625	-65.716705
745.117188	-64.369591
746.093750	-64.158051
747.070312	-64.283684
748.046875	-64.104996
749.023438	-65.061226
750.000000	-65.158005
750.976562	-63.985134
751.953125	-63.680340
752.929688	-64.839539
753.906250	-64.505554
754.882812	-63.493961
755.859375	-63.689022
756.835938	-64.362518
757.812500	-63.714828
758.789062	-63.400570
759.765625	-62.760292
760.742188	-63.010624
761.718750	-63.190628
762.695312	-63.202763
763.671875	-63.005604
764.648438	-61.974068
765.625000	-62.588295
766.601562	-62.669456
767.578125	-62.577526
768.554688	-61.359531
769.531250	-61.783810
770.507812	-61.439564
771.484375	-61.781227
772.460938	-62.722820
773.437500	-61.737339
774.414062	-61.412395
775.390625	-60.089230
776.367188	-61.711723
777.343750	-60.618126
778.320312	-60.349606
779.296875	-60.635746
780.273438	-61.841518
781.250000	-61.806507
782.226562	-61.130196
783.203125	-60.139832
784.179688	-59.675945
785.156250	-59.466255
786.132812	-59.311462
787.109375	-59.484901
788.085938	-58.022552
789.062500	-59.112164
790.039062	-59.231270
791.015625	-60.003460
791.992188	-58.088039
792.968750	-58.298717
793.945312	-57.954521
794.921875	-58.672752
795.898438	-58.217640
796.875000	-57.987514
797.851562	-57.616673
798.828125	-56.928154
799.804688	-56.708965
800.781250	-57.697861
801.757812	-57.928192
802.734375	-57.978001
803.710938	-57.658951
804.687500	-58.354439
805.664062	-57.621304
806.640625	-58.201267
807.617188	-57.771832
808.593750	-57.243450
809.570312	-57.123940
810.546875	-57.808907
811.523438	-59.003803
812.500000	-58.070427
813.476562	-56.947346
814.453125	-57.820854
815.429688	-58.032600
816.406250	-57.309250
817.382812	-58.415703
818.359375	-57.374554
819.335938	-58.143578
820.312500	-57.612244
821.289062	-57.971085
822.265625	-58.803585
823.242188	-57.536072
824.218750	-58.190617
825.195312	-57.931274
826.171875	-58.823582
827.148438	-57.069633
828.125000	-58.775257
829.101562	-58.751804
830.078125	-58.482140
831.054688	-58.282799
832.031250	-57.722004
833.007812	-58.421661
833.984375	-58.303123
834.960938	-58.893860
835.937500	-58.851547
836.914062	-58.510048
