Frequency (Hz)	Level (dB)
996.093750	-55.865582
997.070312	-56.714062
998.046875	-55.177322
999.023438	-55.618633
1000.000000	-55.027786
1000.976562	-53.212070
1001.953125	-54.037891
1002.929688	-52.901093
1003.906250	-54.433292
1004.882812	-54.082497
1005.859375	-52.819145
1006.835938	-53.775043
1007.812500	-53.136925
1008.789062	-54.156395
1009.765625	-53.486885
1010.742188	-53.604664
1011.718750	-53.220493
1012.695312	-54.525078
1013.671875	-53.207432
1014.648438	-52.241379
1015.625000	-52.063980
1016.601562	-51.556866
1017.578125	-51.876247
1018.554688	-51.954445
1019.531250	-50.662800
1020.507812	-51.385014
1021.484375	-51.248207
1022.460938	-51.543331
1023.437500	-51.551174
1024.414062	-52.021240
1025.390625	-50.253658
1026.367188	-51.392075
1027.343750	-49.375801
1028.320312	-51.892143
1029.296875	-50.746326
1030.273438	-50.768730
1031.250000	-51.271553
1032.226562	-51.123241
1033.203125	-50.761429
1034.179688	-50.411407
1035.156250	-50.393627
1036.132812	-49.210709
1037.109375	-50.182617
1038.085938	-51.589737
1039.062500	-50.631248
1040.039062	-52.189526
1041.015625	-50.745625
1041.992188	-50.097851
1042.968750	-51.574120
1043.945312	-50.924019
1044.921875	-50.484039
1045.898438	-49.578812
1046.875000	-49.950005
1047.851562	-50.567032
1048.828125	-52.382431
1049.804688	-52.283634
1050.781250	-50.881554
1051.757812	-51.788109
1052.734375	-53.735374
1053.710938	-52.800919
1054.687500	-52.051201
1055.664062	-51.469219
1056.640625	-53.467926
1057.617188	-53.708061
1058.593750	-53.144958
1059.570312	-52.648857
1060.546875	-52.307178
1061.523438	-52.946388
1062.500000	-54.047318
1063.476562	-54.328430
1064.453125	-54.656017
1065.429688	-54.547668
1066.406250	-54.136127
1067.382812	-54.398106
1068.359375	-53.603447
1069.335938	-51.631573
1070.312500	-53.598988
1071.289062	-54.964474
1072.265625	-53.280510
1073.242188	-52.669487
1074.218750	-52.868431
1075.195312	-53.192390
1076.171875	-54.527428
1077.148438	-53.700050
1078.125000	-54.358715
1079.101562	-54.053776
1080.078125	-53.849274
1081.054688	-53.644318
1082.031250	-53.819656
1083.007812	-54.286785
1083.984375	-53.979748
1084.960938	-53.680313
1085.937500	-54.060280
1086.914062	-53.781319
1087.890625	-52.554035
1088.867188	-55.140984
1089.843750	-55.793098
1090.820312	-54.301579
1091.796875	-54.985138
1092.773438	-53.493423
1093.750000	-54.073215
1094.726562	-55.775494
1095.703125	-53.782780
1096.679688	-53.456451
1097.656250	-55.073128
1098.632812	-54.159103
1099.609375	-53.031796
1100.585938	-54.942802
1101.562500	-54.034290
1102.539062	-54.113110
1103.515625	-54.121460
1104.492188	-54.124882
1105.468750	-54.974133
1106.445312	-54.135170
1107.421875	-54.229847
1108.398438	-54.201618
1109.375000	-55.858017
1110.351562	-55.430805
1111.328125	-55.787148
1112.304688	-54.825405
1113.281250	-55.002071
1114.257812	-54.847885
1115.234375	-53.846840
1116.210938	-55.801094
1117.187500	-54.308277
1118.164062	-54.837570
1119.140625	-54.045605
1120.117188	-53.788849
1121.093750	-53.885906
1122.070312	-53.954372
1123.046875	-53.194744
1124.023438	-53.352283
1125.000000	-54.169571
1125.976562	-53.249352
1126.953125	-55.215290
1127.929688	-54.531380
1128.906250	-53.601212
1129.882812	-54.334808
1130.859375	-52.934505
1131.835938	-54.002327
1132.812500	-52.735294
1133.789062	-53.493431
1134.765625	-53.969196
1135.742188	-54.715855
1136.718750	-52.784630
1137.695312	-53.549217
1138.671875	-52.927280
1139.648438	-53.239025
1140.625000	-52.721848
